record_id,date,pharmacy_id,medicine_id,medicine_category,pharmacy_location_code,supplier_count,current_stock_level,avg_weekly_sales,reorder_quantity,lead_time_days,supplier_delay_frequency,price_change_rate,storage_capacity,previous_shortage_count,dos_per_patient,category_shortage_rate,stock_to_sales_ratio,demand_volatility,seasonal_demand_factor,num_patients,target_stockout
501,2024-06-25,82,10,Cardiology,12,2,105,26,70,10,0.69,0.17,172,0,1.49,0.9,4.04,0.69,1.0,19,1
502,2024-07-26,11,41,Oncology,20,1,123,15,48,9,0.66,-0.01,357,0,1.85,0.6,8.2,0.52,1.0,31,1
503,2024-02-20,4,13,Painkiller,7,3,78,85,100,4,0.73,0.04,220,0,0.29,0.2,0.92,0.34,1.0,22,1
504,2024-08-06,48,35,Diabetes,6,1,49,42,100,13,0.45,0.1,430,0,0.33,0.7,1.17,0.27,1.0,25,1
505,2024-03-28,55,48,Cardiology,15,1,137,6,20,66,0.94,0.12,471,0,6.66,0.7,22.83,0.15,1.0,24,1
506,2024-11-02,26,47,Antibiotic,2,1,57,45,100,10,0.74,-0.1,194,0,0.74,0.9,1.27,0.77,1.2,12,1
507,2024-11-14,35,31,Painkiller,8,2,49,48,100,35,0.66,0.11,246,0,0.26,0.5,1.02,0.57,1.0,27,1
508,2024-10-17,79,9,Oncology,15,3,20,26,69,32,0.53,0.04,359,0,0.45,1.0,0.77,0.87,1.0,12,1
509,2024-05-10,54,6,Cardiology,7,2,16,25,53,9,0.54,0.11,134,0,0.32,0.3,0.64,0.86,1.0,14,1
510,2024-11-06,48,12,Painkiller,15,1,136,51,100,69,0.64,0.08,116,0,1.87,0.6,2.67,0.46,1.0,10,1
511,2024-06-25,31,39,Cardiology,14,1,75,67,100,8,0.97,-0.01,457,0,0.65,1.0,1.12,0.45,1.0,12,1
512,2024-02-24,30,15,Oncology,12,4,207,6,20,5,0.43,0.09,280,0,18.58,0.5,34.5,0.29,1.0,13,1
513,2024-08-05,60,43,Diabetes,12,1,163,28,90,12,0.79,0.14,235,0,2.26,0.8,5.82,0.86,1.0,18,1
514,2024-07-16,9,8,Oncology,15,2,0,27,80,76,0.87,0.01,346,0,0.0,0.7,0.0,0.11,1.0,3,1
515,2024-11-22,86,36,Oncology,6,4,163,33,100,6,0.72,-0.01,449,0,1.65,0.8,4.94,0.61,1.0,21,1
516,2024-01-07,93,11,Diabetes,12,4,165,55,100,1,0.26,0.2,490,0,1.17,0.5,3.0,0.48,1.0,18,1
517,2024-11-19,31,37,Painkiller,11,2,115,23,82,4,0.86,0.17,185,0,1.67,0.7,5.0,0.17,1.0,21,1
518,2024-08-08,48,10,Painkiller,5,4,93,66,100,9,0.16,0.06,434,0,0.62,1.0,1.41,0.89,1.2,16,1
519,2024-06-07,74,43,Painkiller,13,3,114,28,56,13,0.2,0.06,490,0,1.58,0.6,4.07,0.3,1.2,18,1
520,2024-08-18,88,17,Antibiotic,20,1,99,37,100,8,0.85,0.04,160,0,1.34,0.8,2.68,0.2,1.0,14,1
521,2024-11-10,39,21,Antibiotic,17,4,138,43,100,11,0.4,0.02,349,0,0.75,1.0,3.21,0.23,1.2,30,1
522,2024-03-23,35,14,Antibiotic,2,1,166,46,100,7,0.32,0.12,353,0,2.53,0.8,3.61,0.63,1.2,10,1
523,2024-12-03,91,31,Diabetes,1,4,117,38,100,14,0.49,0.08,248,0,1.27,1.0,3.08,0.26,1.0,17,1
524,2024-04-23,72,6,Painkiller,10,2,26,55,100,4,0.44,0.2,271,0,0.21,0.5,0.47,0.17,1.0,16,1
525,2024-09-21,79,29,Oncology,7,2,141,15,55,13,0.75,0.08,379,0,2.99,0.9,9.4,0.12,1.0,22,1
526,2024-04-24,5,15,Antibiotic,17,4,91,28,93,8,0.33,0.04,379,0,2.53,1.0,3.25,0.38,1.2,9,1
527,2024-09-13,50,26,Oncology,6,1,206,24,74,8,0.27,-0.01,191,0,3.34,1.0,8.58,0.56,1.0,18,1
528,2024-12-08,48,22,Oncology,15,2,223,34,76,13,0.8,0.03,264,0,2.7,0.5,6.56,0.59,1.0,17,1
529,2024-07-08,93,30,Oncology,11,4,113,17,45,55,0.0,0.02,194,0,2.33,0.8,6.65,0.33,1.0,20,1
530,2024-03-13,68,33,Painkiller,10,4,74,49,100,14,0.49,0.06,197,0,0.48,0.2,1.51,0.13,1.0,22,1
531,2024-02-12,61,33,Antibiotic,2,3,41,49,100,72,0.45,-0.1,170,0,0.39,0.7,0.84,0.6,1.4,15,1
532,2024-06-14,88,31,Painkiller,16,2,151,59,100,14,0.86,0.18,199,0,1.0,0.7,2.56,0.31,1.2,18,1
533,2024-12-03,11,7,Oncology,20,2,132,8,28,6,0.78,0.2,473,0,6.08,0.6,16.5,0.55,1.0,19,1
534,2024-03-12,8,10,Oncology,4,2,98,45,100,4,0.78,0.2,330,0,1.09,0.9,2.18,0.63,1.0,14,1
535,2024-07-28,65,11,Cardiology,20,1,104,20,60,10,0.78,0.09,257,0,1.65,0.6,5.2,0.28,1.0,22,1
536,2024-12-13,34,35,Oncology,13,3,63,21,45,8,0.4,0.13,460,0,0.66,0.7,3.0,0.74,1.0,32,1
537,2024-03-15,53,1,Antibiotic,1,3,23,52,100,32,0.21,0.1,388,0,0.09,0.9,0.44,0.85,1.2,33,1
538,2024-07-09,51,2,Cardiology,16,2,0,31,75,3,0.41,0.03,111,0,0.0,0.7,0.0,0.32,1.0,18,1
539,2024-05-21,49,7,Antibiotic,9,3,78,47,100,24,0.58,0.09,366,0,0.68,1.0,1.66,0.4,1.0,17,1
540,2024-04-04,5,49,Diabetes,7,2,94,28,80,11,0.62,0.07,234,0,1.02,0.7,3.36,0.7,1.0,23,1
541,2024-02-01,78,38,Diabetes,10,1,131,55,100,59,0.85,0.13,153,0,1.19,0.5,2.38,0.32,1.0,14,1
542,2024-07-08,29,34,Cardiology,15,3,288,28,80,15,0.58,-0.09,297,0,6.55,0.8,10.29,0.44,1.0,11,1
543,2024-07-24,90,43,Cardiology,15,2,4,29,73,10,0.57,-0.06,166,0,0.04,0.9,0.14,0.59,1.0,22,1
544,2024-01-29,90,47,Antibiotic,15,3,13,51,100,2,0.48,-0.02,449,0,0.1,1.0,0.25,0.19,1.4,17,1
545,2024-07-10,31,10,Antibiotic,7,1,174,57,100,13,0.89,0.12,387,0,1.42,0.6,3.05,0.62,1.0,15,1
546,2024-10-27,79,1,Painkiller,16,2,68,43,97,14,0.63,-0.07,373,0,0.28,0.2,1.58,0.63,1.0,40,1
547,2024-11-12,15,14,Oncology,6,2,94,19,72,14,0.43,0.09,432,0,2.04,0.9,4.95,0.48,1.0,17,1
548,2024-11-13,58,19,Antibiotic,15,1,54,47,100,14,1.0,0.08,165,0,0.5,1.0,1.15,0.39,1.2,16,1
549,2024-08-25,65,6,Antibiotic,5,2,137,35,100,3,0.79,-0.1,381,0,2.49,0.9,3.91,0.4,1.0,11,1
550,2024-01-20,51,44,Painkiller,10,1,68,51,100,9,0.63,-0.03,149,0,0.36,1.0,1.33,0.22,1.0,26,1
551,2024-08-09,100,2,Oncology,3,2,202,34,76,2,0.3,0.03,352,0,10.4,0.5,5.94,0.51,1.0,4,1
552,2024-04-30,49,18,Antibiotic,10,1,87,35,100,8,1.0,0.01,132,0,1.16,1.0,2.49,0.59,1.2,15,1
553,2024-05-11,89,49,Oncology,17,1,61,57,100,9,0.72,-0.02,257,0,0.23,1.0,1.07,0.28,1.0,33,1
554,2024-07-06,33,48,Oncology,9,1,117,43,100,18,0.7,0.14,311,0,1.36,0.9,2.72,0.5,1.0,14,1
555,2024-10-15,79,47,Cardiology,14,3,130,29,71,11,0.48,0.17,345,0,1.43,0.8,4.48,0.35,1.0,22,1
556,2024-02-14,78,14,Oncology,11,2,50,24,72,3,0.68,0.01,473,0,0.49,0.6,2.08,0.85,1.0,30,1
557,2024-04-15,43,40,Cardiology,1,2,95,33,87,12,0.76,0.01,318,0,0.92,1.0,2.88,0.5,1.0,22,1
558,2024-05-02,53,35,Cardiology,19,1,55,51,100,11,0.69,0.07,482,0,0.5,0.4,1.08,0.35,1.0,15,1
559,2024-05-23,43,14,Diabetes,3,1,189,31,100,27,0.8,-0.01,358,0,2.51,1.0,6.1,0.32,1.0,17,1
560,2024-05-13,22,14,Diabetes,18,3,143,47,100,21,0.49,-0.08,205,0,2.13,1.0,3.04,0.58,1.0,10,1
561,2024-09-13,73,20,Painkiller,15,2,67,48,100,6,0.03,0.09,190,0,0.44,0.4,1.4,0.88,1.0,22,1
562,2024-01-23,92,30,Antibiotic,6,2,88,39,80,2,0.58,0.19,426,0,0.66,1.0,2.26,0.14,1.4,24,1
563,2024-03-19,5,20,Antibiotic,9,1,112,34,92,79,0.95,0.2,439,0,1.15,1.0,3.29,0.38,1.2,20,1
564,2024-12-26,65,25,Oncology,17,2,102,5,20,7,0.55,0.05,352,0,10.98,0.8,20.4,0.52,1.0,13,0
565,2024-05-02,7,14,Oncology,3,3,137,8,20,54,0.22,0.07,441,0,4.79,1.0,17.12,0.63,1.0,25,1
566,2024-02-09,63,6,Cardiology,14,3,144,5,20,3,0.83,-0.07,115,0,8.77,0.5,28.8,0.76,1.0,23,0
567,2024-11-14,32,44,Antibiotic,2,1,53,60,100,3,1.0,0.14,234,0,0.56,1.0,0.88,0.34,1.2,11,1
568,2024-02-16,20,40,Antibiotic,17,4,0,77,100,3,0.14,-0.02,118,0,0.0,0.8,0.0,0.31,1.4,18,1
569,2024-03-06,74,36,Diabetes,17,2,157,35,95,6,0.65,0.06,314,0,1.05,1.0,4.49,0.88,1.0,30,1
570,2024-08-31,53,13,Diabetes,2,4,34,58,100,56,0.14,0.0,219,0,0.14,0.9,0.59,0.69,1.0,29,1
571,2024-11-09,53,16,Diabetes,20,3,119,22,53,10,0.78,0.05,232,0,1.65,1.0,5.41,0.3,1.0,23,1
572,2024-04-16,30,33,Cardiology,7,1,55,45,100,8,0.78,0.16,236,0,0.31,1.0,1.22,0.34,1.0,28,1
573,2024-08-12,18,23,Cardiology,8,2,136,30,99,8,0.72,0.09,451,0,3.17,0.5,4.53,0.65,1.0,10,1
574,2024-07-11,25,12,Oncology,5,1,32,15,38,76,0.97,0.0,250,0,2.99,1.0,2.13,0.4,1.0,5,1
575,2024-12-07,21,14,Oncology,1,2,4,39,100,5,0.87,0.02,168,0,0.03,0.8,0.1,0.49,1.0,28,1
576,2024-11-09,93,4,Cardiology,17,2,64,50,100,2,0.85,0.01,147,0,0.47,0.4,1.28,0.46,1.0,19,1
577,2024-06-11,87,32,Painkiller,2,2,73,46,100,12,0.8,0.18,260,0,0.74,0.8,1.59,0.66,1.2,15,1
578,2024-04-04,90,28,Painkiller,11,1,144,51,100,7,0.81,0.12,457,0,1.04,0.6,2.82,0.13,1.0,19,1
579,2024-02-24,19,46,Cardiology,9,4,144,24,83,63,0.47,0.04,381,0,2.33,0.5,6.0,0.8,1.0,18,1
580,2024-11-20,21,13,Diabetes,1,3,92,39,81,12,0.41,-0.09,147,0,1.03,1.0,2.36,0.11,1.0,16,1
581,2024-06-03,60,10,Antibiotic,2,1,122,19,43,4,0.8,0.2,494,0,3.0,0.8,6.42,0.26,1.0,15,1
582,2024-03-11,9,16,Painkiller,6,1,143,62,100,36,0.59,-0.0,294,0,0.9,0.3,2.31,0.84,1.0,18,1
583,2024-03-16,15,40,Painkiller,10,2,110,50,100,8,0.75,0.1,282,0,0.81,0.4,2.2,0.23,1.0,19,1
584,2024-02-14,52,44,Oncology,15,1,129,31,100,29,1.0,0.11,435,0,1.08,0.7,4.16,0.17,1.0,27,1
585,2024-02-14,99,17,Painkiller,7,1,25,48,100,2,0.75,0.14,100,0,0.23,0.3,0.52,0.47,1.0,16,1
586,2024-09-09,12,49,Antibiotic,2,4,70,57,100,75,0.26,0.1,270,0,0.51,0.6,1.23,0.23,1.0,17,1
587,2024-12-12,97,25,Painkiller,2,3,79,61,100,80,0.14,0.07,471,0,1.51,0.5,1.3,0.89,1.0,6,1
588,2024-11-03,83,43,Diabetes,1,3,42,17,58,13,0.57,0.06,192,0,0.75,1.0,2.47,0.72,1.0,23,1
589,2024-11-19,52,35,Oncology,11,1,198,27,95,7,0.7,-0.03,176,0,1.71,1.0,7.33,0.61,1.0,30,1
590,2024-06-23,5,42,Antibiotic,4,3,135,31,66,12,0.36,0.11,168,0,1.91,0.9,4.35,0.47,1.0,16,1
591,2024-08-15,52,34,Oncology,1,3,175,44,100,24,0.58,-0.07,328,0,1.33,0.6,3.98,0.22,1.0,21,1
592,2024-05-26,33,35,Painkiller,7,2,118,52,100,7,0.66,0.2,235,0,0.69,0.7,2.27,0.7,1.0,23,1
593,2024-02-23,50,36,Antibiotic,20,1,90,66,100,1,0.73,0.07,313,0,0.29,0.9,1.36,0.46,1.4,33,1
594,2024-03-19,98,37,Antibiotic,5,1,123,57,100,7,0.89,0.14,353,0,0.8,1.0,2.16,0.35,1.2,19,1
595,2024-01-04,82,47,Antibiotic,19,3,157,46,98,3,0.7,-0.01,361,0,1.04,1.0,3.41,0.29,1.4,23,1
596,2024-08-11,75,36,Antibiotic,13,1,139,31,82,7,0.61,-0.0,410,0,1.43,1.0,4.48,0.13,1.0,22,1
597,2024-03-30,76,31,Antibiotic,14,2,205,63,100,4,0.32,-0.04,159,0,1.14,1.0,3.25,0.43,1.2,20,1
598,2024-08-22,71,34,Oncology,8,3,65,10,34,13,0.21,0.01,334,0,1.2,0.7,6.5,0.39,1.0,38,1
599,2024-12-16,87,26,Diabetes,8,2,57,37,86,60,1.0,0.07,252,0,0.9,1.0,1.54,0.7,1.0,12,1
600,2024-04-11,53,28,Oncology,3,3,35,40,100,4,0.4,0.0,132,0,0.44,0.9,0.88,0.24,1.0,14,1
601,2024-12-09,29,9,Oncology,19,1,199,39,100,47,0.65,0.11,264,0,5.1,0.9,5.1,0.84,1.0,7,1
602,2024-02-08,71,4,Diabetes,9,1,153,50,100,4,0.59,0.03,157,0,0.97,0.6,3.06,0.12,1.0,22,1
603,2024-09-28,100,1,Painkiller,14,3,110,41,100,77,0.44,-0.1,137,0,1.1,0.5,2.68,0.63,1.0,17,1
604,2024-03-24,86,27,Antibiotic,6,4,84,51,100,7,0.32,0.1,227,0,0.58,1.0,1.65,0.34,1.2,20,1
605,2024-01-26,18,2,Antibiotic,19,2,29,39,81,33,0.34,0.12,174,0,0.35,1.0,0.74,0.43,1.4,15,1
606,2024-06-13,67,34,Painkiller,17,2,200,62,100,2,0.32,0.2,331,0,1.25,0.9,3.23,0.38,1.2,18,0
607,2024-02-09,58,6,Cardiology,10,4,67,49,100,6,0.32,0.13,299,0,0.27,0.6,1.37,0.45,1.0,35,1
608,2024-09-10,40,29,Diabetes,8,4,0,53,100,60,0.28,0.09,256,0,0.0,0.2,0.0,0.17,1.0,27,1
609,2024-11-11,2,19,Oncology,13,3,70,9,31,14,0.6,0.07,215,0,3.02,1.0,7.78,0.3,1.0,18,1
610,2024-01-31,61,48,Antibiotic,9,2,53,74,100,1,0.5,0.04,376,0,0.21,1.0,0.72,0.34,1.4,24,1
611,2024-08-05,30,36,Diabetes,20,3,91,42,89,33,0.45,0.02,132,0,0.52,1.0,2.17,0.79,1.0,29,1
612,2024-05-12,81,15,Painkiller,7,3,125,53,100,4,0.62,0.06,165,0,0.52,0.8,2.36,0.37,1.0,32,1
613,2024-01-15,11,7,Painkiller,7,1,74,44,100,11,0.99,0.07,113,0,0.74,1.0,1.68,0.45,1.0,16,1
614,2024-02-16,84,5,Diabetes,18,2,125,49,100,1,0.71,-0.1,387,0,0.89,0.7,2.55,0.65,1.0,20,1
615,2024-04-24,30,26,Diabetes,9,2,122,47,100,6,0.73,0.03,181,0,1.07,0.8,2.6,0.9,1.0,17,1
616,2024-12-15,72,42,Antibiotic,8,3,98,82,100,63,0.45,0.04,405,0,0.31,0.4,1.2,0.24,1.4,27,1
617,2024-12-01,6,6,Diabetes,2,2,100,48,100,7,0.56,0.02,487,0,0.86,1.0,2.08,0.87,1.0,17,1
618,2024-02-19,71,47,Cardiology,12,1,31,41,85,3,0.92,-0.05,118,1,0.23,0.7,0.76,0.88,1.0,23,1
619,2024-09-23,82,44,Oncology,2,3,61,5,20,15,0.53,0.16,175,0,10.67,1.0,12.2,0.83,1.0,8,1
620,2024-04-13,17,28,Cardiology,6,2,153,32,100,49,0.45,0.01,241,0,0.93,1.0,4.78,0.43,1.0,36,1
621,2024-12-23,67,8,Oncology,10,4,96,5,20,15,0.4,0.01,112,0,4.8,1.0,19.2,0.57,1.0,28,1
622,2024-06-10,99,11,Oncology,13,3,16,40,100,4,0.62,-0.0,104,0,0.35,0.3,0.4,0.44,1.0,8,1
623,2024-03-16,40,10,Oncology,13,2,59,27,88,14,0.85,0.0,367,0,0.49,1.0,2.19,0.72,1.0,31,1
624,2024-06-17,15,5,Oncology,5,3,74,35,77,1,0.26,-0.02,145,0,0.53,0.4,2.11,0.31,1.0,28,1
625,2024-02-01,1,35,Antibiotic,6,1,133,57,100,69,1.0,0.04,300,0,0.58,1.0,2.33,0.17,1.4,28,1
626,2024-01-31,3,28,Antibiotic,2,4,134,62,100,12,0.31,0.12,367,0,3.78,1.0,2.16,0.87,1.4,4,1
627,2024-07-09,8,1,Oncology,17,4,164,25,79,15,0.18,0.08,334,0,2.09,1.0,6.56,0.57,1.0,22,1
628,2024-10-23,30,31,Cardiology,17,1,68,30,83,11,0.98,-0.02,198,0,0.76,0.9,2.27,0.52,1.0,21,1
629,2024-03-30,90,31,Cardiology,12,1,113,16,51,68,0.57,-0.04,441,0,1.7,0.8,7.06,0.46,1.0,29,1
630,2024-02-16,96,23,Cardiology,10,2,162,33,73,7,0.61,0.15,296,0,2.15,0.8,4.91,0.22,1.0,16,1
631,2024-05-16,93,16,Cardiology,1,4,162,43,94,4,0.17,-0.03,141,0,1.2,0.5,3.77,0.15,1.0,22,1
632,2024-04-16,76,34,Oncology,12,2,71,18,67,3,0.22,0.08,122,0,1.84,1.0,3.94,0.74,1.0,15,1
633,2024-02-26,2,3,Painkiller,5,2,63,34,90,3,0.31,0.06,307,0,1.08,0.4,1.85,0.88,1.0,12,1
634,2024-08-19,25,13,Painkiller,15,2,115,31,100,2,0.48,0.05,350,0,1.62,1.0,3.71,0.25,1.2,16,0
635,2024-10-03,68,36,Painkiller,13,2,178,54,100,14,0.37,0.2,285,0,1.0,0.3,3.3,0.59,1.0,23,1
636,2024-11-23,15,42,Painkiller,11,2,66,34,100,10,0.58,0.02,303,0,0.52,0.8,1.94,0.36,1.0,26,1
637,2024-06-04,36,39,Cardiology,12,1,120,29,100,19,0.89,0.08,258,0,3.62,1.0,4.14,0.81,1.0,8,1
638,2024-08-04,63,33,Diabetes,2,1,60,8,31,11,0.91,0.07,149,0,2.76,1.0,7.5,0.54,1.0,19,1
639,2024-04-19,27,30,Cardiology,16,3,180,37,100,33,0.57,0.1,200,0,2.0,1.0,4.86,0.84,1.0,17,1
640,2024-05-15,22,29,Diabetes,20,3,102,41,100,4,0.37,0.06,465,0,0.6,1.0,2.49,0.54,1.0,29,1
641,2024-02-21,37,28,Cardiology,2,1,183,37,77,50,0.82,-0.06,495,0,1.82,0.9,4.95,0.8,1.0,19,1
642,2024-04-28,41,16,Oncology,2,3,116,22,47,11,0.09,-0.05,287,0,1.54,1.0,5.27,0.79,1.0,24,1
643,2024-02-12,31,14,Antibiotic,3,2,0,49,100,12,0.24,-0.1,109,0,0.0,1.0,0.0,0.9,1.4,9,1
644,2024-04-24,83,43,Cardiology,1,1,55,58,100,3,0.74,0.13,438,0,0.27,1.0,0.95,0.39,1.0,25,1
645,2024-07-18,74,50,Antibiotic,9,4,0,32,81,15,0.29,0.13,422,0,0.0,0.7,0.0,0.78,1.0,16,1
646,2024-07-30,10,42,Painkiller,8,1,211,37,90,9,0.96,0.03,424,0,3.07,1.0,5.7,0.59,1.2,13,1
647,2024-01-03,63,10,Painkiller,8,2,44,64,100,4,0.34,0.04,436,0,0.3,1.0,0.69,0.88,1.0,16,1
648,2024-08-17,92,49,Painkiller,12,2,134,53,100,2,0.39,0.17,280,0,1.18,1.0,2.53,0.47,1.2,15,1
649,2024-09-30,32,24,Diabetes,13,1,87,42,100,40,0.9,0.07,363,0,14.5,0.3,2.07,0.12,1.0,1,1
650,2024-08-16,62,21,Painkiller,20,4,85,62,100,10,0.04,0.02,224,0,0.42,1.0,1.37,0.23,1.2,23,1
651,2024-08-01,4,50,Cardiology,15,2,91,49,100,5,0.72,0.04,473,0,0.59,0.6,1.86,0.48,1.0,22,1
652,2024-07-09,64,38,Cardiology,8,2,29,61,100,10,0.85,0.2,134,0,0.18,1.0,0.48,0.84,1.0,18,1
653,2024-05-27,54,15,Diabetes,6,1,24,13,44,13,0.6,0.09,353,0,0.59,1.0,1.85,0.69,1.0,22,1
654,2024-11-14,43,47,Oncology,13,2,70,46,100,85,0.67,0.05,184,0,0.71,1.0,1.52,0.85,1.0,15,1
655,2024-08-27,10,14,Antibiotic,17,3,95,36,72,14,0.44,0.09,290,0,0.8,1.0,2.64,0.44,1.0,23,1
656,2024-09-06,23,18,Antibiotic,7,2,120,24,77,4,0.89,-0.04,387,0,1.13,0.7,5.0,0.11,1.0,31,1
657,2024-11-01,79,37,Painkiller,4,1,144,68,100,86,0.62,-0.03,184,0,0.87,0.9,2.12,0.39,1.0,17,1
658,2024-02-17,26,12,Oncology,3,1,145,28,78,2,0.92,-0.02,253,0,36.25,0.8,5.18,0.71,1.0,1,1
659,2024-08-06,34,13,Cardiology,16,4,125,43,100,4,0.26,0.19,339,0,1.07,0.7,2.91,0.2,1.0,19,1
660,2024-10-15,15,42,Antibiotic,20,1,74,60,100,1,0.62,0.15,331,0,0.78,0.6,1.23,0.64,1.0,11,1
661,2024-05-13,43,33,Diabetes,16,4,102,11,25,37,0.31,0.0,219,0,2.4,1.0,9.27,0.8,1.0,27,1
662,2024-04-21,54,40,Oncology,19,3,76,5,20,3,0.46,0.0,140,0,4.63,1.0,15.2,0.41,1.0,23,1
663,2024-07-25,46,21,Antibiotic,3,3,22,32,92,10,0.52,-0.04,125,0,4.81,0.8,0.69,0.34,1.0,1,1
664,2024-02-06,56,28,Diabetes,9,3,129,39,82,14,0.16,-0.03,194,0,0.8,0.8,3.31,0.34,1.0,29,1
665,2024-01-14,70,19,Cardiology,6,2,74,36,100,5,0.54,0.14,458,0,1.03,0.9,2.06,0.6,1.0,14,1
666,2024-06-18,83,35,Cardiology,3,4,128,36,99,44,0.24,-0.1,311,0,1.19,1.0,3.56,0.41,1.0,21,1
667,2024-11-06,8,13,Oncology,13,4,0,42,100,7,0.11,-0.08,168,0,0.0,1.0,0.0,0.84,1.0,24,1
668,2024-07-17,100,19,Antibiotic,14,4,119,60,100,27,0.0,0.1,342,0,0.53,0.9,1.98,0.41,1.0,26,1
669,2024-11-01,100,46,Antibiotic,10,2,173,50,100,7,0.81,-0.09,489,0,2.42,1.0,3.46,0.24,1.2,10,1
670,2024-03-25,86,20,Cardiology,1,4,130,38,100,54,0.31,0.11,195,0,0.75,0.9,3.42,0.26,1.0,32,1
671,2024-12-11,3,24,Antibiotic,8,3,95,49,100,79,0.81,0.07,184,0,2.71,0.5,1.94,0.74,1.4,5,1
672,2024-11-19,39,18,Antibiotic,20,2,40,69,100,2,0.63,0.06,131,0,0.2,1.0,0.58,0.24,1.2,20,1
673,2024-03-09,37,2,Painkiller,19,1,139,38,100,6,0.66,0.06,214,0,1.22,0.5,3.66,0.44,1.0,21,1
674,2024-08-12,96,3,Painkiller,12,2,69,50,100,18,0.58,0.17,142,0,0.88,1.0,1.38,0.85,1.2,11,1
675,2024-05-26,2,26,Cardiology,7,4,83,63,100,3,0.35,0.04,478,0,0.66,0.6,1.32,0.84,1.0,14,1
676,2024-08-25,3,40,Cardiology,17,2,146,13,32,13,0.77,0.14,250,0,2.12,0.8,11.23,0.13,1.0,37,1
677,2024-10-31,17,22,Diabetes,5,1,170,48,100,9,0.84,0.02,365,0,1.18,0.9,3.54,0.29,1.0,21,1
678,2024-10-15,39,47,Antibiotic,20,4,78,41,100,15,0.1,0.05,218,0,0.53,0.7,1.9,0.63,1.0,25,1
679,2024-03-30,19,23,Antibiotic,19,1,129,54,100,8,0.82,0.1,473,0,0.84,1.0,2.39,0.17,1.2,20,1
680,2024-01-10,81,34,Oncology,3,2,157,20,49,4,0.82,-0.05,416,0,3.23,0.8,7.85,0.34,1.0,17,1
681,2024-08-24,25,19,Oncology,10,1,159,62,100,11,0.95,0.11,168,0,0.66,0.8,2.56,0.18,1.0,27,1
682,2024-06-29,50,25,Diabetes,2,3,156,23,76,13,0.55,0.04,491,0,1.22,0.9,6.78,0.43,1.0,39,1
683,2024-05-12,28,28,Oncology,18,1,31,20,42,2,0.62,0.04,354,0,0.6,1.0,1.55,0.45,1.0,18,1
684,2024-04-09,14,31,Antibiotic,16,3,87,63,100,33,0.21,0.11,470,0,0.36,1.0,1.38,0.72,1.2,27,1
685,2024-10-07,10,45,Diabetes,6,3,117,41,90,10,0.62,-0.01,233,0,1.82,1.0,2.85,0.43,1.0,11,1
686,2024-03-05,40,17,Cardiology,20,4,171,38,100,15,0.14,0.06,435,0,2.62,1.0,4.5,0.69,1.0,12,1
687,2024-01-14,68,12,Diabetes,8,4,137,46,92,28,0.4,0.2,100,0,0.87,0.6,2.98,0.28,1.0,24,1
688,2024-09-08,42,23,Oncology,12,4,53,27,65,15,0.1,0.05,175,0,1.25,1.0,1.96,0.46,1.0,11,1
689,2024-10-11,55,11,Painkiller,11,1,96,31,62,4,0.74,0.07,185,0,0.77,0.4,3.1,0.7,1.0,28,1
690,2024-01-25,59,43,Antibiotic,13,2,51,64,100,5,0.77,0.07,492,0,0.17,1.0,0.8,0.12,1.4,32,1
691,2024-09-15,25,33,Oncology,19,3,13,39,100,76,0.41,0.13,203,0,0.12,1.0,0.33,0.24,1.0,19,1
692,2024-07-03,81,30,Painkiller,13,2,53,21,46,6,0.42,0.02,446,0,0.5,1.0,2.52,0.7,1.2,35,1
693,2024-12-18,16,30,Oncology,5,3,99,23,61,9,0.37,0.16,380,0,2.15,1.0,4.3,0.8,1.0,14,1
694,2024-09-26,62,28,Oncology,7,4,175,32,68,14,0.3,0.2,376,0,3.19,1.0,5.47,0.57,1.0,12,1
695,2024-11-16,28,1,Antibiotic,20,3,75,48,100,3,0.33,0.01,447,0,0.3,1.0,1.56,0.65,1.2,36,1
696,2024-05-12,81,17,Diabetes,4,2,86,29,65,10,0.87,-0.03,112,0,1.15,1.0,2.97,0.35,1.0,18,1
697,2024-01-07,80,34,Oncology,17,2,109,9,22,59,0.79,0.08,274,0,6.06,0.9,12.11,0.69,1.0,14,1
698,2024-08-11,85,40,Diabetes,19,2,112,32,70,5,0.31,0.08,186,0,0.63,1.0,3.5,0.33,1.0,39,1
699,2024-08-05,2,8,Cardiology,11,3,108,19,51,4,0.35,0.05,370,0,3.98,0.9,5.68,0.53,1.0,10,1
700,2024-10-05,85,17,Oncology,11,2,150,44,100,6,0.68,0.03,173,0,1.99,1.0,3.41,0.64,1.0,12,1
701,2024-04-23,81,42,Painkiller,5,3,105,27,62,3,0.05,-0.04,257,0,1.51,0.7,3.89,0.63,1.0,18,1
702,2024-10-07,12,12,Painkiller,18,1,55,31,92,13,0.46,-0.03,246,0,0.48,0.5,1.77,0.79,1.0,26,1
703,2024-12-16,63,48,Cardiology,18,3,68,43,100,9,0.75,0.15,317,0,0.85,0.6,1.58,0.41,1.0,13,1
704,2024-05-29,52,43,Oncology,2,1,41,38,100,50,0.8,0.03,466,0,0.26,1.0,1.08,0.22,1.0,29,1
705,2024-09-22,22,22,Cardiology,6,2,175,51,100,38,0.59,0.15,107,0,0.92,0.4,3.43,0.17,1.0,26,1
